,date,zip_code,hospitalization_rate
5630,6/2021,11373,13.1
5631,6/2021,11374,16.9
5632,6/2021,11375,7.0
5633,6/2021,11377,9.5
5634,6/2021,11378,11.1
5635,6/2021,11379,8.2
5636,6/2021,11385,8.7
5637,6/2021,11411,4.7
5638,6/2021,11412,18.4
5639,6/2021,11413,9.3
5640,6/2021,11414,3.5
5641,6/2021,11415,5.3
5642,6/2021,11416,7.6
5643,6/2021,11417,12.9
5644,6/2021,11418,5.3
5645,6/2021,11419,2.1
5646,6/2021,11420,10.5
5647,6/2021,11421,12.5
5648,6/2021,11422,9.3
5649,6/2021,11423,16.1
5650,6/2021,11426,5.0
5651,6/2021,11427,4.2
5652,6/2021,11428,10.8
5653,6/2021,11429,10.8
5654,6/2021,11432,11.5
5655,6/2021,11433,16.4
5656,6/2021,11434,4.5
5657,6/2021,11435,5.1
5658,6/2021,11436,15.0
5659,6/2021,11691,7.5
5660,6/2021,11692,0.0
5661,6/2021,11693,0.0
5662,6/2021,11694,9.6
5663,6/2021,11697,0.0
5664,3/2020,10001,57.9
5665,3/2020,10002,224.4
5666,3/2020,10003,87.1
5667,3/2020,10004,168.2
5668,3/2020,10005,91.4
5669,3/2020,10006,88.7
5670,3/2020,10007,57.2
5671,3/2020,10009,173.2
5672,3/2020,10010,95.9
5673,3/2020,10011,116.6
5674,3/2020,10012,69.1
5675,3/2020,10013,90.2
5676,3/2020,10014,118.7
5677,3/2020,10016,121.8
5678,3/2020,10017,89.7
5679,3/2020,10018,67.9
5680,3/2020,10019,151.6
5681,3/2020,10021,102.5
5682,3/2020,10022,123.0
5683,3/2020,10023,108.4
5684,3/2020,10024,106.1
5685,3/2020,10025,127.7
5686,3/2020,10026,204.3
5687,3/2020,10027,209.8
5688,3/2020,10028,111.9
5689,3/2020,10029,223.7
5690,3/2020,10030,283.6
5691,3/2020,10031,225.3
5692,3/2020,10032,302.9
5693,3/2020,10033,258.0
5694,3/2020,10034,168.1
5695,3/2020,10035,377.4
5696,3/2020,10036,113.8
5697,3/2020,10037,240.5
5698,3/2020,10038,109.3
5699,3/2020,10039,217.1
5700,3/2020,10040,259.3
5701,3/2020,10044,128.5
5702,3/2020,10065,71.7
5703,3/2020,10069,63.6
5704,3/2020,10075,195.3
5705,3/2020,10128,66.6
5706,3/2020,10280,53.5
5707,3/2020,10282,89.7
5708,3/2020,10301,185.1
5709,3/2020,10302,211.0
5710,3/2020,10303,181.0
5711,3/2020,10304,245.9
5712,3/2020,10305,137.7
5713,3/2020,10306,147.7
5714,3/2020,10307,100.6
5715,3/2020,10308,124.1
5716,3/2020,10309,133.6
5717,3/2020,10310,145.0
5718,3/2020,10312,113.0
5719,3/2020,10314,147.0
5720,3/2020,10451,285.0
5721,3/2020,10452,259.3
5722,3/2020,10453,277.1
5723,3/2020,10454,338.4
5724,3/2020,10455,267.3
5725,3/2020,10456,255.4
5726,3/2020,10457,217.0
5727,3/2020,10458,197.0
5728,3/2020,10459,259.0
5729,3/2020,10460,217.4
5730,3/2020,10461,246.4
5731,3/2020,10462,232.4
5732,3/2020,10463,197.2
5733,3/2020,10464,233.4
5734,3/2020,10465,167.0
5735,3/2020,10466,314.1
5736,3/2020,10467,326.3
5737,3/2020,10468,246.8
5738,3/2020,10469,314.0
5739,3/2020,10470,246.8
5740,3/2020,10471,207.1
5741,3/2020,10472,278.0
5742,3/2020,10473,291.0
5743,3/2020,10474,233.8
5744,3/2020,10475,381.4
5745,3/2020,11004,158.3
5746,3/2020,11101,160.2
5747,3/2020,11102,139.8
5748,3/2020,11103,88.7
5749,3/2020,11104,200.5
5750,3/2020,11105,66.3
5751,3/2020,11106,90.8
5752,3/2020,11109,52.1
5753,3/2020,11201,112.4
5754,3/2020,11203,362.8
5755,3/2020,11204,185.5
5756,3/2020,11205,121.3
5757,3/2020,11206,193.7
5758,3/2020,11207,215.7
5759,3/2020,11208,255.3
5760,3/2020,11209,128.9
5761,3/2020,11210,240.5
5762,3/2020,11211,224.3
5763,3/2020,11212,306.9
5764,3/2020,11213,306.5
5765,3/2020,11214,123.9
5766,3/2020,11215,90.5
5767,3/2020,11216,142.3
5768,3/2020,11217,154.1
5769,3/2020,11218,214.9
5770,3/2020,11219,227.6
5771,3/2020,11220,186.1
5772,3/2020,11221,160.9
5773,3/2020,11222,72.0
5774,3/2020,11223,174.3
5775,3/2020,11224,183.7
5776,3/2020,11225,264.3
5777,3/2020,11226,287.6
5778,3/2020,11228,86.7
5779,3/2020,11229,140.1
5780,3/2020,11230,231.7
5781,3/2020,11231,120.4
5782,3/2020,11232,173.5
5783,3/2020,11233,180.3
5784,3/2020,11234,209.4
5785,3/2020,11235,184.1
5786,3/2020,11236,308.9
5787,3/2020,11237,220.8
5788,3/2020,11238,151.3
5789,3/2020,11239,460.7
5790,3/2020,11354,179.9
5791,3/2020,11355,178.8
5792,3/2020,11356,236.7
5793,3/2020,11357,186.0
5794,3/2020,11358,124.9
5795,3/2020,11360,136.5
5796,3/2020,11361,147.9
5797,3/2020,11362,99.4
5798,3/2020,11363,193.0
5799,3/2020,11364,103.7
5800,3/2020,11365,152.9
5801,3/2020,11366,204.1
5802,3/2020,11367,228.6
5803,3/2020,11368,584.4
5804,3/2020,11369,681.0
5805,3/2020,11370,289.5
5806,3/2020,11372,505.9
5807,3/2020,11373,422.2
5808,3/2020,11374,236.8
5809,3/2020,11375,140.3
5810,3/2020,11377,242.7
5811,3/2020,11378,193.7
5812,3/2020,11379,221.1
5813,3/2020,11385,156.3
5814,3/2020,11411,322.8
5815,3/2020,11412,294.0
5816,3/2020,11413,326.3
5817,3/2020,11414,218.6
5818,3/2020,11415,286.1
5819,3/2020,11416,223.6
5820,3/2020,11417,190.1
5821,3/2020,11418,247.4
5822,3/2020,11419,171.1
5823,3/2020,11420,217.4
5824,3/2020,11421,224.7
5825,3/2020,11422,293.3
5826,3/2020,11423,314.7
5827,3/2020,11426,183.5
5828,3/2020,11427,220.6
5829,3/2020,11428,344.4
5830,3/2020,11429,320.0
5831,3/2020,11432,279.8
5832,3/2020,11433,287.5
5833,3/2020,11434,308.6
5834,3/2020,11435,255.1
5835,3/2020,11436,259.4
5836,3/2020,11691,341.0
5837,3/2020,11692,337.6
5838,3/2020,11693,284.1
5839,3/2020,11694,197.3
5840,3/2020,11697,117.9
5841,4/2020,10001,184.7
5842,4/2020,10002,284.1
5843,4/2020,10003,107.5
5844,4/2020,10004,33.6
5845,4/2020,10005,34.3
5846,4/2020,10006,88.7
5847,4/2020,10007,28.6
5848,4/2020,10009,196.0
5849,4/2020,10010,134.9
5850,4/2020,10011,116.6
5851,4/2020,10012,64.8
5852,4/2020,10013,111.0
5853,4/2020,10014,105.5
5854,4/2020,10016,112.0
5855,4/2020,10017,76.9
5856,4/2020,10018,59.4
5857,4/2020,10019,128.7
5858,4/2020,10021,128.6
5859,4/2020,10022,116.5
5860,4/2020,10023,111.7
5861,4/2020,10024,138.7
5862,4/2020,10025,224.8
5863,4/2020,10026,300.0
5864,4/2020,10027,290.2
5865,4/2020,10028,101.3
5866,4/2020,10029,442.3
5867,4/2020,10030,283.6
5868,4/2020,10031,369.3
5869,4/2020,10032,490.1
5870,4/2020,10033,405.0
5871,4/2020,10034,333.8
5872,4/2020,10035,627.1
5873,4/2020,10036,198.2
5874,4/2020,10037,303.0
5875,4/2020,10038,153.1
5876,4/2020,10039,320.1
5877,4/2020,10040,423.1
5878,4/2020,10044,265.6
5879,4/2020,10065,175.6
5880,4/2020,10069,47.7
5881,4/2020,10075,156.2
5882,4/2020,10128,100.8
5883,4/2020,10280,42.8
5884,4/2020,10282,179.5
5885,4/2020,10301,455.0
5886,4/2020,10302,335.4
5887,4/2020,10303,362.1
5888,4/2020,10304,377.2
5889,4/2020,10305,345.3
5890,4/2020,10306,250.0
5891,4/2020,10307,127.4
5892,4/2020,10308,107.3
5893,4/2020,10309,151.8
5894,4/2020,10310,247.4
5895,4/2020,10312,131.0
5896,4/2020,10314,235.6
5897,4/2020,10451,405.3
5898,4/2020,10452,388.2
5899,4/2020,10453,400.4
5900,4/2020,10454,446.7
5901,4/2020,10455,405.8
5902,4/2020,10456,458.2
5903,4/2020,10457,428.6
5904,4/2020,10458,316.7
5905,4/2020,10459,463.7
5906,4/2020,10460,382.2
5907,4/2020,10461,364.6
5908,4/2020,10462,377.1
5909,4/2020,10463,394.4
5910,4/2020,10464,163.3
5911,4/2020,10465,243.5
5912,4/2020,10466,476.8
5913,4/2020,10467,536.0
5914,4/2020,10468,444.7
5915,4/2020,10469,582.5
5916,4/2020,10470,166.8
5917,4/2020,10471,522.6
5918,4/2020,10472,476.6
5919,4/2020,10473,436.5
5920,4/2020,10474,334.0
5921,4/2020,10475,585.0
5922,4/2020,11004,374.7
5923,4/2020,11101,211.8
5924,4/2020,11102,419.4
5925,4/2020,11103,274.8
5926,4/2020,11104,235.9
5927,4/2020,11105,210.0
5928,4/2020,11106,291.2
5929,4/2020,11109,86.8
5930,4/2020,11201,173.4
5931,4/2020,11203,437.8
5932,4/2020,11204,219.2
5933,4/2020,11205,220.6
5934,4/2020,11206,260.6
5935,4/2020,11207,369.5
5936,4/2020,11208,384.0
5937,4/2020,11209,219.2
5938,4/2020,11210,331.9
5939,4/2020,11211,202.6
5940,4/2020,11212,389.4
5941,4/2020,11213,292.6
5942,4/2020,11214,266.1
5943,4/2020,11215,84.7
5944,4/2020,11216,211.6
5945,4/2020,11217,264.2
5946,4/2020,11218,291.9
5947,4/2020,11219,278.6
5948,4/2020,11220,270.6
5949,4/2020,11221,251.7
5950,4/2020,11222,127.3
5951,4/2020,11223,191.4
5952,4/2020,11224,533.8
5953,4/2020,11225,319.9
5954,4/2020,11226,363.6
5955,4/2020,11228,204.5
5956,4/2020,11229,185.6
5957,4/2020,11230,326.2
5958,4/2020,11231,131.1
5959,4/2020,11232,288.0
5960,4/2020,11233,283.9
5961,4/2020,11234,270.1
5962,4/2020,11235,355.5
5963,4/2020,11236,368.6
5964,4/2020,11237,283.3
5965,4/2020,11238,282.0
5966,4/2020,11239,829.3
5967,4/2020,11354,558.2
5968,4/2020,11355,319.6
5969,4/2020,11356,359.4
5970,4/2020,11357,333.2
5971,4/2020,11358,183.2
5972,4/2020,11360,210.0
5973,4/2020,11361,246.5
5974,4/2020,11362,165.7
5975,4/2020,11363,222.7
5976,4/2020,11364,165.3
5977,4/2020,11365,285.3
5978,4/2020,11366,267.5
5979,4/2020,11367,250.8
5980,4/2020,11368,603.4
5981,4/2020,11369,761.3
5982,4/2020,11370,380.8
5983,4/2020,11372,515.8
5984,4/2020,11373,488.8
5985,4/2020,11374,294.7
5986,4/2020,11375,312.9
5987,4/2020,11377,399.8
5988,4/2020,11378,282.2
5989,4/2020,11379,365.8
5990,4/2020,11385,224.9
5991,4/2020,11411,467.8
5992,4/2020,11412,414.7
5993,4/2020,11413,409.7
5994,4/2020,11414,246.8
5995,4/2020,11415,376.2
5996,4/2020,11416,291.8
5997,4/2020,11417,331.8
5998,4/2020,11418,364.5
5999,4/2020,11419,346.4
6000,4/2020,11420,347.0
6001,4/2020,11421,377.0
6002,4/2020,11422,370.5
6003,4/2020,11423,433.5
6004,4/2020,11426,252.9
6005,4/2020,11427,330.9
6006,4/2020,11428,479.0
6007,4/2020,11429,460.3
6008,4/2020,11432,431.2
6009,4/2020,11433,449.0
6010,4/2020,11434,404.4
6011,4/2020,11435,412.6
6012,4/2020,11436,314.3
6013,4/2020,11691,750.9
6014,4/2020,11692,542.1
6015,4/2020,11693,213.1
6016,4/2020,11694,582.3
6017,4/2020,11697,206.3
6018,5/2020,10001,54.3
6019,5/2020,10002,41.2
6020,5/2020,10003,11.1
6021,5/2020,10004,33.6
6022,5/2020,10005,11.4
6023,5/2020,10006,0.0
6024,5/2020,10007,14.3
6025,5/2020,10009,12.2
6026,5/2020,10010,30.0
6027,5/2020,10011,12.1
6028,5/2020,10012,17.3
6029,5/2020,10013,13.9
6030,5/2020,10014,6.6
6031,5/2020,10016,13.7
6032,5/2020,10017,0.0
6033,5/2020,10018,25.4
6034,5/2020,10019,25.3
6035,5/2020,10021,15.3
6036,5/2020,10022,16.2
6037,5/2020,10023,11.3
6038,5/2020,10024,18.8
6039,5/2020,10025,31.7
6040,5/2020,10026,31.0
6041,5/2020,10027,52.1
6042,5/2020,10028,16.9
6043,5/2020,10029,58.8
6044,5/2020,10030,44.4
6045,5/2020,10031,50.8
6046,5/2020,10032,53.9
6047,5/2020,10033,46.1
6048,5/2020,10034,33.1
6049,5/2020,10035,93.6
6050,5/2020,10036,22.0
6051,5/2020,10037,81.8
6052,5/2020,10038,21.9
6053,5/2020,10039,47.8
6054,5/2020,10040,61.4
6055,5/2020,10044,77.1
6056,5/2020,10065,7.2
6057,5/2020,10069,47.7
6058,5/2020,10075,26.0
6059,5/2020,10128,15.4
6060,5/2020,10280,10.7
6061,5/2020,10282,0.0
6062,5/2020,10301,64.3
6063,5/2020,10302,64.9
6064,5/2020,10303,75.4
6065,5/2020,10304,76.4
6066,5/2020,10305,60.7
6067,5/2020,10306,47.3
6068,5/2020,10307,13.4
6069,5/2020,10308,16.8
6070,5/2020,10309,24.3
6071,5/2020,10310,29.9
6072,5/2020,10312,24.6
6073,5/2020,10314,48.6
6074,5/2020,10451,52.8
6075,5/2020,10452,69.1
6076,5/2020,10453,55.9
6077,5/2020,10454,60.8
6078,5/2020,10455,66.8
6079,5/2020,10456,70.8
6080,5/2020,10457,52.9
6081,5/2020,10458,64.1
6082,5/2020,10459,48.0
6083,5/2020,10460,73.0
6084,5/2020,10461,53.0
6085,5/2020,10462,50.5
6086,5/2020,10463,65.7
6087,5/2020,10464,0.0
6088,5/2020,10465,30.1
6089,5/2020,10466,58.9
6090,5/2020,10467,90.1
6091,5/2020,10468,84.8
6092,5/2020,10469,74.4
6093,5/2020,10470,46.7
6094,5/2020,10471,94.2
6095,5/2020,10472,70.6
6096,5/2020,10473,57.5
6097,5/2020,10474,50.1
6098,5/2020,10475,79.6
6099,5/2020,11004,42.2
6100,5/2020,11101,21.7
6101,5/2020,11102,46.6
6102,5/2020,11103,25.8
6103,5/2020,11104,23.6
6104,5/2020,11105,19.3
6105,5/2020,11106,29.4
6106,5/2020,11109,0.0
6107,5/2020,11201,28.9
6108,5/2020,11203,53.2
6109,5/2020,11204,48.0
6110,5/2020,11205,30.9
6111,5/2020,11206,33.4
6112,5/2020,11207,55.0
6113,5/2020,11208,55.5
6114,5/2020,11209,37.0
6115,5/2020,11210,32.0
6116,5/2020,11211,40.3
6117,5/2020,11212,75.7
6118,5/2020,11213,37.2
6119,5/2020,11214,47.4
6120,5/2020,11215,14.4
6121,5/2020,11216,16.4
6122,5/2020,11217,24.5
6123,5/2020,11218,52.7
6124,5/2020,11219,72.2
6125,5/2020,11220,56.0
6126,5/2020,11221,30.7
6127,5/2020,11222,24.9
6128,5/2020,11223,27.0
6129,5/2020,11224,92.9
6130,5/2020,11225,38.3
6131,5/2020,11226,59.6
6132,5/2020,11228,22.2
6133,5/2020,11229,29.9
6134,5/2020,11230,58.5
6135,5/2020,11231,16.1
6136,5/2020,11232,25.8
6137,5/2020,11233,43.1
6138,5/2020,11234,37.2
6139,5/2020,11235,52.4
6140,5/2020,11236,44.3
6141,5/2020,11237,33.3
6142,5/2020,11238,26.1
6143,5/2020,11239,84.5
6144,5/2020,11354,92.7
6145,5/2020,11355,52.0
6146,5/2020,11356,35.1
6147,5/2020,11357,49.1
6148,5/2020,11358,13.9
6149,5/2020,11360,31.5
6150,5/2020,11361,45.5
6151,5/2020,11362,22.1
6152,5/2020,11363,14.8
6153,5/2020,11364,11.2
6154,5/2020,11365,38.8
6155,5/2020,11366,21.1
6156,5/2020,11367,41.8
6157,5/2020,11368,65.2
6158,5/2020,11369,116.0
6159,5/2020,11370,28.3
6160,5/2020,11372,72.5
6161,5/2020,11373,54.6
6162,5/2020,11374,48.3
6163,5/2020,11375,35.1
6164,5/2020,11377,38.1
6165,5/2020,11378,27.7
6166,5/2020,11379,40.9
6167,5/2020,11385,26.1
6168,5/2020,11411,37.4
6169,5/2020,11412,34.1
6170,5/2020,11413,55.5
6171,5/2020,11414,38.8
6172,5/2020,11415,63.6
6173,5/2020,11416,49.3
6174,5/2020,11417,29.0
6175,5/2020,11418,37.2
6176,5/2020,11419,61.8
6177,5/2020,11420,31.4
6178,5/2020,11421,30.0
6179,5/2020,11422,46.3
6180,5/2020,11423,48.2
6181,5/2020,11426,34.7
6182,5/2020,11427,33.9
6183,5/2020,11428,26.9
6184,5/2020,11429,61.1
6185,5/2020,11432,80.7
6186,5/2020,11433,52.0
6187,5/2020,11434,49.4
6188,5/2020,11435,46.2
6189,5/2020,11436,44.9
6190,5/2020,11691,98.7
6191,5/2020,11692,95.1
6192,5/2020,11693,23.7
6193,5/2020,11694,57.7
6194,5/2020,11697,59.0
6195,6/2020,10001,7.2
6196,6/2020,10002,13.3
6197,6/2020,10003,5.6
6198,6/2020,10004,0.0
6199,6/2020,10005,11.4
6200,6/2020,10006,0.0
6201,6/2020,10007,0.0
6202,6/2020,10009,8.7
6203,6/2020,10010,6.0
6204,6/2020,10011,6.0
6205,6/2020,10012,0.0
6206,6/2020,10013,3.5
6207,6/2020,10014,9.9
6208,6/2020,10016,9.8
6209,6/2020,10017,19.2
6210,6/2020,10018,17.0
6211,6/2020,10019,16.1
6212,6/2020,10021,2.2
6213,6/2020,10022,3.2
6214,6/2020,10023,1.6
6215,6/2020,10024,6.8
6216,6/2020,10025,8.7
6217,6/2020,10026,7.8
6218,6/2020,10027,18.9
6219,6/2020,10028,2.1
6220,6/2020,10029,17.9
6221,6/2020,10030,20.5
6222,6/2020,10031,15.2
6223,6/2020,10032,34.9
6224,6/2020,10033,25.6
6225,6/2020,10034,21.3
6226,6/2020,10035,36.9
6227,6/2020,10036,18.4
6228,6/2020,10037,24.0
6229,6/2020,10038,8.7
6230,6/2020,10039,18.4
6231,6/2020,10040,20.5
6232,6/2020,10044,8.6
6233,6/2020,10065,14.3
6234,6/2020,10069,15.9
6235,6/2020,10075,13.0
6236,6/2020,10128,3.4
6237,6/2020,10280,0.0
6238,6/2020,10282,0.0
6239,6/2020,10301,12.9
6240,6/2020,10302,10.8
6241,6/2020,10303,18.9
6242,6/2020,10304,7.2
6243,6/2020,10305,16.3
6244,6/2020,10306,20.8
6245,6/2020,10307,6.7
6246,6/2020,10308,0.0
6247,6/2020,10309,0.0
6248,6/2020,10310,17.1
6249,6/2020,10312,1.6
6250,6/2020,10314,18.4
6251,6/2020,10451,21.1
6252,6/2020,10452,23.9
6253,6/2020,10453,28.0
6254,6/2020,10454,26.4
6255,6/2020,10455,14.3
6256,6/2020,10456,16.1
6257,6/2020,10457,20.3
6258,6/2020,10458,20.5
6259,6/2020,10459,27.2
6260,6/2020,10460,27.2
6261,6/2020,10461,22.4
6262,6/2020,10462,22.6
6263,6/2020,10463,18.6
6264,6/2020,10464,0.0
6265,6/2020,10465,20.9
6266,6/2020,10466,18.2
6267,6/2020,10467,29.4
6268,6/2020,10468,24.4
6269,6/2020,10469,16.5
6270,6/2020,10470,13.3
6271,6/2020,10471,14.1
6272,6/2020,10472,19.1
6273,6/2020,10473,18.6
6274,6/2020,10474,8.4
6275,6/2020,10475,32.8
6276,6/2020,11004,10.6
6277,6/2020,11101,13.6
6278,6/2020,11102,13.3
6279,6/2020,11103,5.7
6280,6/2020,11104,0.0
6281,6/2020,11105,5.5
6282,6/2020,11106,8.0
6283,6/2020,11109,17.4
6284,6/2020,11201,8.0
6285,6/2020,11203,23.2
6286,6/2020,11204,23.4
6287,6/2020,11205,26.5
6288,6/2020,11206,13.8
6289,6/2020,11207,31.4
6290,6/2020,11208,22.0
6291,6/2020,11209,16.3
6292,6/2020,11210,27.4
6293,6/2020,11211,14.8
6294,6/2020,11212,39.2
6295,6/2020,11213,17.0
6296,6/2020,11214,22.6
6297,6/2020,11215,5.7
6298,6/2020,11216,9.1
6299,6/2020,11217,12.2
6300,6/2020,11218,24.3
6301,6/2020,11219,34.4
6302,6/2020,11220,27.5
6303,6/2020,11221,16.0
6304,6/2020,11222,13.8
6305,6/2020,11223,13.5
6306,6/2020,11224,47.5
6307,6/2020,11225,7.0
6308,6/2020,11226,25.7
6309,6/2020,11228,15.6
6310,6/2020,11229,16.8
6311,6/2020,11230,22.5
6312,6/2020,11231,8.0
6313,6/2020,11232,36.9
6314,6/2020,11233,18.8
6315,6/2020,11234,18.1
6316,6/2020,11235,20.5
6317,6/2020,11236,18.5
6318,6/2020,11237,16.7
6319,6/2020,11238,13.1
6320,6/2020,11239,69.1
6321,6/2020,11354,37.1
6322,6/2020,11355,24.1
6323,6/2020,11356,13.1
6324,6/2020,11357,20.7
6325,6/2020,11358,11.1
6326,6/2020,11360,5.3
6327,6/2020,11361,7.6
6328,6/2020,11362,16.6
6329,6/2020,11363,29.7
6330,6/2020,11364,2.8
6331,6/2020,11365,16.0
6332,6/2020,11366,14.1
6333,6/2020,11367,14.8
6334,6/2020,11368,30.8
6335,6/2020,11369,23.8
6336,6/2020,11370,25.2
6337,6/2020,11372,28.0
6338,6/2020,11373,20.7
6339,6/2020,11374,16.9
6340,6/2020,11375,12.6
6341,6/2020,11377,14.3
6342,6/2020,11378,8.3
6343,6/2020,11379,19.1
6344,6/2020,11385,11.6
6345,6/2020,11411,4.7
6346,6/2020,11412,10.5
6347,6/2020,11413,16.2
6348,6/2020,11414,3.5
6349,6/2020,11415,37.1
6350,6/2020,11416,34.1
6351,6/2020,11417,16.1
6352,6/2020,11418,16.0
6353,6/2020,11419,20.6
6354,6/2020,11420,14.6
6355,6/2020,11421,25.0
6356,6/2020,11422,30.9
6357,6/2020,11423,22.5
6358,6/2020,11426,5.0
6359,6/2020,11427,0.0
6360,6/2020,11428,32.3
6361,6/2020,11429,14.4
6362,6/2020,11432,24.7
6363,6/2020,11433,21.9
6364,6/2020,11434,13.5
6365,6/2020,11435,24.0
6366,6/2020,11436,10.0
6367,6/2020,11691,31.4
6368,6/2020,11692,23.8
6369,6/2020,11693,15.8
6370,6/2020,11694,9.6
6371,6/2020,11697,59.0
6372,7/2020,10001,14.5
6373,7/2020,10002,17.3
6374,7/2020,10003,7.4
6375,7/2020,10004,0.0
6376,7/2020,10005,34.3
6377,7/2020,10006,0.0
6378,7/2020,10007,0.0
6379,7/2020,10009,5.2
6380,7/2020,10010,9.0
6381,7/2020,10011,14.1
6382,7/2020,10012,8.6
6383,7/2020,10013,6.9
6384,7/2020,10014,13.2
6385,7/2020,10016,9.8
6386,7/2020,10017,12.8
6387,7/2020,10018,17.0
6388,7/2020,10019,9.2
6389,7/2020,10021,4.4
6390,7/2020,10022,12.9
6391,7/2020,10023,3.2
6392,7/2020,10024,3.4
6393,7/2020,10025,6.5
6394,7/2020,10026,12.9
6395,7/2020,10027,11.0
6396,7/2020,10028,2.1
6397,7/2020,10029,17.9
6398,7/2020,10030,17.1
6399,7/2020,10031,18.6
6400,7/2020,10032,14.3
6401,7/2020,10033,8.5
6402,7/2020,10034,14.2
6403,7/2020,10035,17.0
6404,7/2020,10036,14.7
6405,7/2020,10037,14.4
6406,7/2020,10038,4.4
6407,7/2020,10039,14.7
6408,7/2020,10040,25.0
6409,7/2020,10044,0.0
6410,7/2020,10065,0.0
6411,7/2020,10069,15.9
6412,7/2020,10075,0.0
6413,7/2020,10128,3.4
6414,7/2020,10280,0.0
6415,7/2020,10282,35.9
6416,7/2020,10301,15.4
6417,7/2020,10302,16.2
6418,7/2020,10303,15.1
6419,7/2020,10304,11.9
6420,7/2020,10305,7.0
6421,7/2020,10306,5.7
6422,7/2020,10307,6.7
6423,7/2020,10308,6.7
6424,7/2020,10309,6.1
6425,7/2020,10310,17.1
6426,7/2020,10312,9.8
6427,7/2020,10314,15.1
6428,7/2020,10451,19.0
6429,7/2020,10452,18.6
6430,7/2020,10453,17.8
6431,7/2020,10454,23.8
6432,7/2020,10455,26.3
6433,7/2020,10456,24.7
6434,7/2020,10457,27.1
6435,7/2020,10458,16.9
6436,7/2020,10459,23.0
6437,7/2020,10460,18.7
6438,7/2020,10461,14.3
6439,7/2020,10462,21.2
6440,7/2020,10463,7.1
6441,7/2020,10464,0.0
6442,7/2020,10465,7.0
6443,7/2020,10466,7.0
6444,7/2020,10467,24.5
6445,7/2020,10468,18.0
6446,7/2020,10469,11.0
6447,7/2020,10470,13.3
6448,7/2020,10471,4.7
6449,7/2020,10472,30.9
6450,7/2020,10473,11.8
6451,7/2020,10474,8.4
6452,7/2020,10475,18.7
6453,7/2020,11004,5.3
6454,7/2020,11101,5.4
6455,7/2020,11102,13.3
6456,7/2020,11103,14.3
6457,7/2020,11104,3.9
6458,7/2020,11105,5.5
6459,7/2020,11106,13.4
6460,7/2020,11109,17.4
6461,7/2020,11201,6.4
6462,7/2020,11203,8.2
6463,7/2020,11204,14.3
6464,7/2020,11205,8.8
6465,7/2020,11206,24.2
6466,7/2020,11207,18.0
6467,7/2020,11208,12.6
6468,7/2020,11209,7.4
6469,7/2020,11210,13.7
6470,7/2020,11211,14.8
6471,7/2020,11212,24.3
6472,7/2020,11213,12.4
6473,7/2020,11214,17.2
6474,7/2020,11215,4.3
6475,7/2020,11216,14.6
6476,7/2020,11217,4.9
6477,7/2020,11218,13.5
6478,7/2020,11219,17.8
6479,7/2020,11220,27.5
6480,7/2020,11221,7.4
6481,7/2020,11222,5.5
6482,7/2020,11223,11.0
6483,7/2020,11224,19.5
6484,7/2020,11225,10.4
6485,7/2020,11226,16.4
6486,7/2020,11228,11.1
6487,7/2020,11229,16.8
6488,7/2020,11230,14.6
6489,7/2020,11231,8.0
6490,7/2020,11232,25.8
6491,7/2020,11233,14.8
6492,7/2020,11234,6.4
6493,7/2020,11235,11.5
6494,7/2020,11236,10.3
6495,7/2020,11237,16.7
6496,7/2020,11238,9.3
6497,7/2020,11239,30.7
6498,7/2020,11354,13.0
6499,7/2020,11355,21.6
6500,7/2020,11356,13.1
6501,7/2020,11357,5.2
6502,7/2020,11358,2.8
6503,7/2020,11360,5.3
6504,7/2020,11361,11.4
6505,7/2020,11362,0.0
6506,7/2020,11363,14.8
6507,7/2020,11364,0.0
6508,7/2020,11365,9.1
6509,7/2020,11366,14.1
6510,7/2020,11367,22.1
6511,7/2020,11368,29.0
6512,7/2020,11369,32.7
6513,7/2020,11370,9.4
6514,7/2020,11372,26.4
6515,7/2020,11373,24.0
6516,7/2020,11374,7.2
6517,7/2020,11375,8.4
6518,7/2020,11377,10.7
6519,7/2020,11378,8.3
6520,7/2020,11379,5.5
6521,7/2020,11385,10.6
6522,7/2020,11411,9.4
6523,7/2020,11412,7.9
6524,7/2020,11413,9.3
6525,7/2020,11414,21.2
6526,7/2020,11415,26.5
6527,7/2020,11416,11.4
6528,7/2020,11417,16.1
6529,7/2020,11418,13.3
6530,7/2020,11419,12.4
6531,7/2020,11420,10.5
6532,7/2020,11421,15.0
6533,7/2020,11422,18.5
6534,7/2020,11423,16.1
6535,7/2020,11426,0.0
6536,7/2020,11427,0.0
6537,7/2020,11428,0.0
6538,7/2020,11429,3.6
6539,7/2020,11432,13.2
6540,7/2020,11433,27.4
6541,7/2020,11434,9.0
6542,7/2020,11435,10.3
6543,7/2020,11436,34.9
6544,7/2020,11691,12.0
6545,7/2020,11692,9.5
6546,7/2020,11693,0.0
6547,7/2020,11694,14.4
6548,7/2020,11697,29.5
6549,8/2020,10001,3.6
6550,8/2020,10002,11.9
6551,8/2020,10003,5.6
6552,8/2020,10004,0.0
6553,8/2020,10005,0.0
6554,8/2020,10006,29.6
6555,8/2020,10007,0.0
6556,8/2020,10009,3.5
6557,8/2020,10010,3.0
6558,8/2020,10011,0.0
6559,8/2020,10012,13.0
6560,8/2020,10013,3.5
6561,8/2020,10014,3.3
